KGCode,Katastralgemeinde,EZ,PLZ,Straße,ON,Gst,GstFl,ErwArt,Widmung,Bauklasse,Gebäudehöhe,Bauweise,Zusatz,Schutzzone,Wohnzone,öZ,Bausperre,seitbis,zuordnung,Geschoße,parz,Erwerbsdatum,Anteile,Zähler,Nenner,BJ,TZ,Kaufpreis,mGfl,Baureifgest,percentWidmung,Baurecht,Bis,aufEZ,Stammeinlage,sonstwid,sonstwidprz,address,one_more_time,lon,lat,price_m2,price_log,train,cluster
01514,Währing,2489,1180,gustav-tschermak-gasse,13,1205,824,Kaufvertrag,W,II,NA,o,Wohn- und Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",4,J,05.06.2008,NA,1,1,1930,1559/2014,1936100,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gustav-tschermak-gasse, 13, vienna, austria",FALSE,16.3392175,48.233398,2349.635922330097,11.198221512200906,0,NA
01503,Heiligenstadt,1047,1190,schreiberweg,48,653/6,1195,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,30.10.1991,1/1,1,1,1930,1771/92,1925830,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schreiberweg, 48, vienna, austria",TRUE,16.3450619,48.257861,1611.5732217573222,10.654254023333413,1,2
01209,Ober St.Veit,2599,1130,josef-pommer-gasse,8,741/27,944,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,25.07.2008,NA,1,1,1960,2518/2008,1920000,NA,FALSCH,NA,FALSCH,NA,NA,FALSCH,NA,NA,"josef-pommer-gasse, 8, vienna, austria",FALSE,16.2591115,48.18306930000001,2033.8983050847457,10.990031830908764,1,1
01305,Meidling,1879,1120,rollingergasse,7,.1305,1135,Kaufvertrag,W,III,NA,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",6,J,28.06.2006,NA,1,1,NA,3803/06,1900000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rollingergasse, 7, vienna, austria",FALSE,16.3289493,48.1749318,1674.0088105726873,10.70909140570212,1,3
01508,Oberdöbling,898,1190,hasenauerstrasse,24,869/41,741,Kaufvertrag,W,II,10.5,o,Wohn- und Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,30.01.2015,NA,1,1,1950,844/2015,1890000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hasenauerstrasse, 24, vienna, austria",FALSE,16.3430458,48.23388910000001,2550.6072874493925,11.316625071464689,1,2
01501,Gersthof,765,1180,krenngasse,3,182/15,734,Kaufvertrag,W,II,10.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",4,J,10.04.2014,NA,1,1,1970,1977/2014,1875000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"krenngasse, 3, vienna, austria",TRUE,16.3210227,48.2297735,2554.4959128065393,11.31882291208948,1,2
01514,Währing,2222,1180,hermann-pacher-gasse,8,730/5,661,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,21.12.2015,NA,1,1,1975,402/2016,1867000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hermann-pacher-gasse, 8, vienna, austria",FALSE,16.3206923,48.2403693,2824.5083207261723,11.463784035380597,1,2
01205,Hietzing,414,1130,gloriettegasse,20,380/2,1061,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,29.12.2005,NA,1,1,1900,108/2006,1860000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gloriettegasse, 20, vienna, austria",FALSE,16.2928223,48.1826194,1753.0631479736098,10.775662249742716,1,1
01209,Ober St.Veit,1636,1130,veitlissengasse,15,675/10,702,Kaufvertrag,W,I,7.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",4,NA,27.10.2008,NA,1,1,1900,3056/08,1850000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"veitlissengasse, 15, vienna, austria",FALSE,16.2595602,48.1870395,2635.327635327635,11.3637666197612,1,1
01209,Ober St.Veit,1199,1130,premreinergasse,36,265/5,1478,Kaufvertrag,W,I,7.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,16.09.2014,NA,1,1,NA,2505/14,1850000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"premreinergasse, 36, vienna, austria",FALSE,16.2703637,48.1892832,1251.6914749661705,10.28966328591961,1,1
01502,Grinzing,1466,1190,kosselgasse,20,618/7,1212,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,10.02.1997,1/1,1,1,0,5086/97,1834989,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kosselgasse, 20, vienna, austria",FALSE,16.3418182,48.2585794,1514.0173267326732,10.564166000585642,1,2
01215,Unter St.Veit,518,1130,hummelgasse,70,261/5,915,Kaufvertrag,W,III,NA,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,25.06.2008,NA,1,1,1910,1748/2008,1820000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hummelgasse, 70, vienna, austria",FALSE,16.2820934,48.18702,1989.0710382513662,10.95787908657674,0,NA
01510,Pötzleinsdorf,511,1180,rupoldengasse,2,586/1,1195,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,22.12.2014,NA,1,1,NA,4961/2015,1818900,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rupoldengasse, 2, vienna, austria",FALSE,16.3084352,48.2383623,1522.0920502092051,10.571839894728662,1,2
01514,Währing,1576,1180,colloredogasse,31,995/2,1079,Kaufvertrag,WII/GBII,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,WAHR,seit 14.2.1991,"Ein-, Zweifamilienhaus",NA,NA,17.07.1991,1/1,1,1,1898,3746/91,1816821,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"colloredogasse, 31, vienna, austria",TRUE,16.3389767,48.2328053,1683.8007414272474,10.717505706698551,1,2
01508,Oberdöbling,234,1190,billrothstrasse,72,443,1368,Kaufvertrag,WI/GBI,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,10.12.1991,1/1,1,1,1900,2869/92,1816821,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"billrothstrasse, 72, vienna, austria",TRUE,16.3490068,48.2418345,1328.0855263157894,10.37513234130067,1,2
01513,Untersievering,1371,1190,bellevuestrasse,16,267/1,2800,Kaufvertrag,WI/GBI,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,FALSCH,Vorgarten,"Ein-, Zweifamilienhaus",NA,NA,09.11.1992,1/1,1,1,1970,5571/92,1816821,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bellevuestrasse, 16, vienna, austria",TRUE,16.3277746,48.2504131,648.8646428571428,9.34177374435424,1,2
01513,Untersievering,998,1190,wolfsgrubergasse,10,778/25,999,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,27.03.1998,NA,1,1,0,6539/98,1802286,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"wolfsgrubergasse, 10, vienna, austria",FALSE,16.3256677,48.2558029,1804.0900900900901,10.817055668311346,1,2
01209,Ober St.Veit,1607,1230,bowitschgasse,8,4921,1448,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,07.07.2004,NA,1,1,1900,2817/04,1800000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bowitschgasse, 8, vienna, austria",FALSE,16.2625179,48.18788929999999,1243.0939226519338,10.279719588795919,1,1
01805,Liesing,1250,1230,romberggasse,7,538/3,1098,Kaufvertrag,W,I,6.5,ogk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,NA,14.10.2008,NA,1,1,2005,3289/08,1800000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"romberggasse, 7, vienna, austria",FALSE,16.2591827,48.1409627,1639.344262295082,10.678903136873926,1,1
01401,Dornbach,14,1170,dornbacher strasse,81,269,763,Kaufvertrag,W,I,4.5,g,"Schutzzone, BB",FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,23.03.2012,NA,1,1,NA,2029/2012,1800000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"dornbacher strasse, 81, vienna, austria",TRUE,16.2947573,48.2302953,2359.1087811271295,11.204026229044594,1,2
01510,Pötzleinsdorf,1513,1180,poetzleinsdorfer strasse,110,60,842,Kaufvertrag,W,I,7.5,o,"Schutzzone, 20%",FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,28.06.2012,NA,1,1,NA,21732/2012,1800000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"poetzleinsdorfer strasse, 110, vienna, austria",FALSE,16.3055683,48.2437812,2137.7672209026127,11.061889052812727,0,NA
01513,Untersievering,1246,1190,willi-forst-weg,5,411/12,1172,Kaufvertrag,W,I,4.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,27.08.2015,NA,1,1,2000,6494/2015,1800000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"willi-forst-weg, 5, vienna, austria",FALSE,16.3251896,48.2473761,1535.8361774744028,10.584808621456876,1,2
01209,Ober St.Veit,1264,1130,st. veit-gasse,9,1270/6,746,Kaufvertrag,W,II,NA,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,17.07.2009,NA,1,1,1950,2219/09,1790000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"st. veit-gasse, 9, vienna, austria",FALSE,16.2828193,48.1839492,2399.4638069705093,11.228496336558468,1,1
01510,Pötzleinsdorf,576,1180,eckpergasse,14,642/33,595,Kaufvertrag,W,II,NA,gk,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,13.12.2013,NA,1,1,1970,6979/2013,1775000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"eckpergasse, 14, vienna, austria",FALSE,16.3160838,48.2338381,2983.1932773109243,11.542641735746187,1,2
01510,Pötzleinsdorf,110,1180,poetzleinsdorfer hoehe,35,460/1,1228,Kaufvertrag,W,I,NA,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,12.05.2014,NA,1,1,1970,2650/2014,1760000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"poetzleinsdorfer hoehe, 35, vienna, austria",FALSE,16.3010561,48.2470936,1433.2247557003257,10.485049152816567,1,2
01503,Heiligenstadt,370,1190,probusgasse,23,27,786,Kaufvertrag,W,I,4.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,28.06.2013,NA,1,1,1965,3943/2013,1750000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"probusgasse, 23, vienna, austria",FALSE,16.3580838,48.2550161,2226.4631043256995,11.120537989123171,0,NA
01508,Oberdöbling,1931,1190,ohmanngasse,24,606/8,650,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,09.07.2015,NA,1,1,1990,4563/2015,1750000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ohmanngasse, 24, vienna, austria",FALSE,16.3482142,48.2417524,2692.3076923076924,11.394627583465962,1,2
01510,Pötzleinsdorf,663,1180,zuckerkandlgasse,4,351/2,1257,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,02.12.1999,NA,1,1,0,7259/99,1744148,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"zuckerkandlgasse, 4, vienna, austria",FALSE,16.3123645,48.2444347,1387.5481304693715,10.438322100366387,1,2
01508,Oberdöbling,1797,1190,peter-jordan-strasse,48,866/13,2255,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,22.05.2000,NA,1,1,0,3664/00,1744148,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"peter-jordan-strasse, 48, vienna, austria",FALSE,16.3400881,48.2372648,773.4580931263858,9.59517931664415,1,2
01501,Gersthof,578,1180,scheidlstrasse,44,187/14,779,Kaufvertrag,W,II,10.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,13.03.2009,NA,1,1,NA,2484/2009,1720000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"scheidlstrasse, 44, vienna, austria",FALSE,16.3230931,48.2299324,2207.95892169448,11.108497616189878,0,NA
01205,Hietzing,819,1130,gloriettegasse,29,392,840,Kaufvertrag,W,I,NA,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,09.12.2008,NA,1,1,1900,3274/2008,1700000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gloriettegasse, 29, vienna, austria",FALSE,16.2941323,48.1817011,2023.8095238095239,10.982857798021028,1,1
01215,Unter St.Veit,310,1130,elsslergasse,9,283/38,818,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,10.12.1997,1/1,1,1,0,5137/97,1678743,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"elsslergasse, 9, vienna, austria",FALSE,16.2886101,48.1838831,2052.2530562347188,11.002992920317293,0,NA
01508,Oberdöbling,1678,1190,cottagegasse,53,866/48,1399,Kaufvertrag,WII/GBII,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,31.10.1990,1/1,1,1,1912,6141/90,1671475,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"cottagegasse, 53, vienna, austria",TRUE,16.3426768,48.2353919,1194.7641172265903,10.22251009910352,1,2
01209,Ober St.Veit,530,1130,ghelengasse,6,736/2,2493,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,14.10.1997,1/1,1,1,0,4537/97,1671475,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ghelengasse, 6, vienna, austria",FALSE,16.2625113,48.1830958,670.4673084636984,9.389023178776773,1,1
01513,Untersievering,1437,1190,bellevuestrasse,31,245/5,1127,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,26.11.1999,NA,1,1,0,6894/99,1671475,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bellevuestrasse, 31, vienna, austria",FALSE,16.3263305,48.2506902,1483.1188997338065,10.534418546096052,1,2
01201,Auhof,2132,1130,palmaygasse,27,2280,1507,Kaufvertrag,W,I,6.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,28.08.2013,NA,1,1,NA,2041/13,1650000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"palmaygasse, 27, vienna, austria",FALSE,16.2712288,48.162324,1094.890510948905,10.096570892197441,1,1
01201,Auhof,466,1130,hoerndlwaldgasse,4,1022,674,Kaufvertrag,W,I,6.5,gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,06.08.2013,NA,1,1,NA,2312/13,1650000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hoerndlwaldgasse, 4, vienna, austria",FALSE,16.2603177,48.169087,2448.0712166172107,11.257429812613406,1,1
01511,Salmannsdorf,235,1190,keylwerthgasse,2,116/8,1451,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,15.02.2013,NA,1,1,1995,4692/2013,1650000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"keylwerthgasse, 2, vienna, austria",FALSE,16.2889543,48.2513028,1137.1467953135768,10.15120278972852,1,2
01502,Grinzing,968,1190,hornigweg,5,610/22,1904,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,05.12.1990,1/1,1,1,1962,6444/90,1635139,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hornigweg, 5, vienna, austria",TRUE,16.342903,48.2575,858.7914915966387,9.746164087664306,1,2
01651,Aspern,6096,1220,aspernstrasse,105,547/6,780,Kaufvertrag,GB,II,NA,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,12.10.2016,NA,1,1,NA,5813/16,1610000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"aspernstrasse, 105, vienna, austria",FALSE,16.4797511,48.2213635,2064.102564102564,11.011298943914456,1,4
01209,Ober St.Veit,3381,1130,schweizertalstrasse,54,741/24,807,Kaufvertrag,W,I,6.5,o,200 m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,04.08.2015,NA,1,1,1965,2463/15,1605000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schweizertalstrasse, 54, vienna, austria",FALSE,16.2598451,48.1826958,1988.8475836431228,10.957717003393972,1,1
01205,Hietzing,8,1130,hietzinger hauptstrasse,8,124,1428,Kaufvertrag,W,I,8,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,12.01.2007,NA,1,1,1900,591/2007,1600000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hietzinger hauptstrasse, 8, vienna, austria",FALSE,16.3027123,48.18712499999999,1120.4481792717088,10.129860210407712,1,1
01206,Hütteldorf,140,1140,wolfersberggasse,3,334,768,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,WAHR,NA,"Ein-, Zweifamilienhaus",NA,J,18.07.2013,NA,1,1,NA,3941/13,1600000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"wolfersberggasse, 3, vienna, austria",FALSE,16.252134,48.20478809999999,2083.3333333333335,11.024677973715656,1,1
01207,Lainz,614,1130,pacassistrasse,55,157/4,1380,Kaufvertrag,W,I,7.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,04.07.2014,NA,1,1,NA,2605/14,1600000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"pacassistrasse, 55, vienna, austria",TRUE,16.2864561,48.17651559999999,1159.4202898550725,10.17918792277128,1,1
01514,Währing,2134,1180,rimplergasse,4,618/6,921,Kaufvertrag,W,II,10.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,16.04.2015,NA,1,1,1912,2118/2015,1600000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rimplergasse, 4, vienna, austria",FALSE,16.3290492,48.2355822,1737.242128121607,10.762583128345476,1,2
01508,Oberdöbling,753,1190,osterleitengasse,5,88,1906,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,07.04.1999,NA,1,1,0,2852/99,1598802,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"osterleitengasse, 5, vienna, austria",FALSE,16.3566501,48.23976529999999,838.8258132214061,9.712227448006443,1,2
01510,Pötzleinsdorf,168,1180,poetzleinsdorfer str.,42,234/1,2017,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,NA,17.04.2000,NA,1,1,0,3929/00,1580198,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"poetzleinsdorfer str., 42, vienna, austria",FALSE,16.3131355,48.24060009999999,783.4397620228061,9.613678541215515,1,2
01510,Pötzleinsdorf,828,1180,geyergasse,9,562/14,952,Kaufvertrag,W,I,NA,o,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",3,J,19.03.2009,NA,1,1,NA,1893/2009,1570000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"geyergasse, 9, vienna, austria",FALSE,16.3145546,48.2371565,1649.1596638655462,10.687515365133132,1,2
01806,Mauer,4740,1230,gebirgsgasse,90,782,1131,Kaufvertrag,W,I,5.5,o gk,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,17.05.2013,NA,1,1,NA,1573/13,1565000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gebirgsgasse, 90, vienna, austria",FALSE,16.2522981,48.153066,1383.7312113174182,10.434348012492247,1,1
01510,Pötzleinsdorf,1671,1190,raffelspergergasse,30,375/3,1236,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,21.12.1990,1/1,1,1,1985,3493/91,1562466,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"raffelspergergasse, 30, vienna, austria",TRUE,16.3151706,48.2451687,1264.131067961165,10.303930337808874,1,2
01502,Grinzing,772,1190,hungerbergstrasse,17,475/20,952,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,30.09.2013,NA,1,1,1980,6291/2013,1555500,NA,FALSCH,NA,FALSCH,NA,NA,FALSCH,NA,NA,"hungerbergstrasse, 17, vienna, austria",FALSE,16.3437223,48.25058800000001,1633.9285714285713,10.674129200888526,1,2
01201,Auhof,1495,1130,felixgasse,50,1601,874,Kaufvertrag,W,I,6.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,04.09.2015,NA,1,1,NA,2403/15,1550000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"felixgasse, 50, vienna, austria",FALSE,16.2585301,48.1620764,1773.4553775743707,10.792347315323088,1,1
01603,Donaufeld,1242,1210,bruckhaufner hauptstrasse,31,2233/1,1013,Kaufvertrag,W,I,6.5,o gk,150 m²,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,08.07.2013,NA,1,1,NA,3329/13,1550000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bruckhaufner hauptstrasse, 31, vienna, austria",FALSE,16.4055845,48.2417175,1530.1085883514313,10.579418326022548,0,NA
01514,Währing,279,1180,gregor-mendel-strasse,13,506/8,2236,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,10.10.1997,NA,1,1,0,851/98,1540664,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"gregor-mendel-strasse, 13, vienna, austria",FALSE,16.3372382,48.2310002,689.0268336314848,9.428416358470972,1,2
01513,Untersievering,1191,1190,delugstrasse,19,656/1,2451,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,08.06.1993,1/1,1,1,1930,3266/93,1533397,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"delugstrasse, 19, vienna, austria",TRUE,16.3357884,48.2498367,625.6209710322318,9.289145062869354,1,2
01207,Lainz,931,1130,muehlbachergasse,8,1/11,1448,Kaufvertrag,W,I,10.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,13.06.2003,NA,1,1,1920,1430/03,1530000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"muehlbachergasse, 8, vienna, austria",FALSE,16.2853005,48.182534,1056.6298342541436,10.045254335158896,0,NA
01502,Grinzing,375,1190,grinzinger strasse,16,556,2126,Kaufvertrag,W,I,7.5,g,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,03.02.2011,NA,1,1,NA,523/2011,1530000,NA,FALSCH,30,FALSCH,NA,NA,FALSCH,Sww,70,"grinzinger strasse, 16, vienna, austria",FALSE,16.3473812,48.253728,719.6613358419568,9.491174340710996,0,NA
01510,Pötzleinsdorf,275,1180,poetzleinsdorfer strasse,31,554/20,854,Kaufvertrag,W,I,NA,gr,Schutzzone,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,09.03.2015,NA,1,1,1960,2469/2015,1530000,NA,FALSCH,70,FALSCH,NA,NA,FALSCH,"W I 7,5m ogk",30,"poetzleinsdorfer strasse, 31, vienna, austria",FALSE,16.3142587,48.2397218,1791.5690866510538,10.807007962621611,1,2
01503,Heiligenstadt,996,1190,armbrustergasse,31,85/5,2384,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",0,NA,15.07.1996,1/1,1,1,0,3468/97,1526130,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"armbrustergasse, 31, vienna, austria",TRUE,16.3551602,48.2562992,640.1552013422819,9.322277909046944,1,2
01213,Speising,822,1130,speisinger strasse,18,45,1889,Kaufvertrag,W,I,7.5,o,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,NA,27.06.2006,NA,1,1,1900,1931/06,1518122,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"speisinger strasse, 18, vienna, austria",FALSE,16.2849628,48.1718528,803.6643726839598,9.650449316852919,1,1
